"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","102
001","","15","3.929","80.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","6.7"
"","102
002","","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Leadership","Course Total","","69","3.934","85.5","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","1.4"
"Leadership Lab 1B","111
111","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Orienteering","194
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","202
001","","32","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
002","","28","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
003","","26","4.000","96.2",".",".",".",".",".",".",".","3.8",".",".",".",".",".",".","."
"Leadership and Teamwork","Course Total","","86","3.965","91.9","7.0",".",".",".",".",".",".","1.2",".",".",".",".",".",".","."
"Leadership Lab 2B","211
211","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
001","","16","3.933","81.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","6.3"
"","302
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Leadership and Ethics","Course Total","","20","3.947","85.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","5.0"
"Leadership Lab 3B","311
001","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"Officership","402
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4B","411
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","491
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","491
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"American Military History","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","246","3.967","91.5","6.9",".",".",".",".",".",".","0.4",".",".",".",".",".",".","1.2"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","78","3.950","87.2","11.5",".",".",".",".",".",".",".",".",".",".",".",".",".","1.3"
"Sophomore","","","77","3.956","90.9","7.8",".",".",".",".",".",".","1.3",".",".",".",".",".",".","."
"Junior","","","47","3.988","97.9","2.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","39","3.984","92.3","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","5.1"
"Undergraduates","","","241","3.966","91.3","7.1",".",".",".",".",".",".","0.4",".",".",".",".",".",".","1.2"
"Special","","","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","246","3.967","91.5","6.9",".",".",".",".",".",".","0.4",".",".",".",".",".",".","1.2"
