"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
015","20","2.825","5.0","15.0","40.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","226
016","19","3.342","31.6","21.1","36.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
017","19","2.974","5.3","26.3","31.6","31.6","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
018","20","3.125","5.0","25.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
019","20","3.600","45.0","30.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
020","19","2.974","15.8","5.3","47.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".","."
"","226
021","17","3.313","23.5","29.4","29.4","5.9","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"","226
022","19","3.316","31.6","21.1","31.6","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","412","3.216","22.8","22.6","38.3","8.5","5.8","0.2","0.7","1.0",".",".",".",".",".",".",".","."
"Latin America-Introduction","260
001","27","3.389","55.6","7.4","18.5","11.1","3.7",".","3.7",".",".",".",".",".",".",".",".","."
"","311
001","20","3.325","15.0","35.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","20","3.675","55.0","25.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","18","3.528","44.4","16.7","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
004","21","3.524","33.3","38.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","19","3.594","42.1","21.1","15.8","5.3",".",".",".","15.8",".",".",".",".",".",".",".","."
"","311
008","20","3.447","45.0","25.0","20.0",".",".",".","5.0","5.0",".",".",".",".",".",".",".","."
"","311
009","20","3.675","55.0","25.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","155","3.579","45.8","25.8","24.5","0.6",".",".","0.6","2.6",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","319
001","26","3.520","50.0","15.4","23.1",".","7.7",".",".",".",".",".",".",".",".","3.8",".","."
"","320
001","23","3.391","43.5","17.4","26.1",".","13.0",".",".",".",".",".",".",".",".",".",".","."
"","320
002","22","3.690","54.5","27.3","9.1","4.5",".",".",".","4.5",".",".",".",".",".",".",".","."
"","320
003","23","3.636","56.5","17.4","17.4",".","4.3",".",".",".",".",".",".",".",".",".",".","4.3"
"","320
004","24","3.313","50.0","8.3","20.8","12.5","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","92","3.500","51.1","17.4","18.5","4.3","5.4",".","1.1","1.1",".",".",".",".",".",".",".","1.1"
"","322
001","23","3.370","43.5","26.1","8.7","4.3","17.4",".",".",".",".",".",".",".",".",".",".","."
"","322
002","27","3.444","44.4","14.8","29.6","7.4","3.7",".",".",".",".",".",".",".",".",".",".","."
"","322
003","27","3.315","44.4","22.2","22.2","3.7",".",".","7.4",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","77","3.377","44.2","20.8","20.8","5.2","6.5",".","2.6",".",".",".",".",".",".",".",".","."
"","324
001","26","3.096","34.6","15.4","15.4","11.5","19.2","3.8",".",".",".",".",".",".",".",".",".","."
"","324
002","23","3.152","26.1","17.4","34.8","4.3","17.4",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","Course Total","49","3.122","30.6","16.3","24.5","8.2","18.4","2.0",".",".",".",".",".",".",".",".",".","."
"","325
001","24","3.146","20.8","25.0","41.7","4.2","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","002
325","24","3.864","70.8","16.7","4.2",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","003
325","24","3.848","70.8","20.8","4.2",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","72","3.609","54.2","20.8","16.7","1.4","1.4",".","1.4","4.2",".",".",".",".",".",".",".","."
"","326
001","23","3.261","52.2",".","30.4",".","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"","326
002","25","3.854","76.0","16.0",".","4.0",".",".",".","4.0",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","48","3.564","64.6","8.3","14.6","2.1","6.3",".","2.1","2.1",".",".",".",".",".",".",".","."
"","327
002","22","3.500","63.6","4.5","22.7","4.5",".",".","4.5",".",".",".",".",".",".",".",".","."
"","327
003","21","3.357","47.6","28.6","4.8","4.8","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","004
327","19","3.737","73.7","10.5","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","Course Total","62","3.524","61.3","14.5","11.3","6.5","3.2",".","3.2",".",".",".",".",".",".",".",".","."
"Spanish for Business","329
001","24","3.261","29.2","29.2","16.7","12.5","4.2","4.2",".",".",".",".",".",".",".","4.2",".","."
