"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","9729","3.331","35.3","23.5","25.3","","6.8 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.076","25.6","17.9","25.6","10.3","15.4","2.6",".",".",".","2.6",".","",".",".",".",".","."
"Sophomore","","581","3.116","28.7","18.6","25.1","13.8","9.0","2.2","1.0",".",".","1.5",".","",".",".",".",".","."
"Junior","","2686","3.231","29.9","21.8","30.2","7.6","7.8","1.5","0.5","0.3","0.1","0.3",".","",".",".",".",".","0.1"
"Senior","","4270","3.275","31.4","23.0","27.4","7.9","7.7","1.4","0.4","0.4","0.0","0.3",".","",".",".",".",".","."
"Undergraduates","","7576","3.247","30.7","22.2","28.2","8.2","7.9","1.5","0.5","0.3","0.1","0.4",".","",".",".",".",".","0.0"
"Special","","180","3.314","29.4","32.2","20.6","6.7","4.4","2.2","1.1","2.2",".",".",".","",".","0.6","0.6",".","."
"Graduate","","1952","3.680","53.7","27.4","14.7","1.1","0.3",".","0.1","2.2","0.1","0.4",".","",".","0.2",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 2","","5","3.385","20.0","40.0","40.0",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Prof Yr 3","","15","3.650","46.7","26.7","20.0",".",".",".",".","6.7",".",".",".","",".",".",".",".","."
"Professionals","","21","3.607","42.9","28.6","23.8",".",".",".",".","4.8",".",".",".","",".",".",".",".","."
"","College Total","9729","3.331","35.3","23.5","25.3","6.8","6.3","1.2","0.4","0.7","0.1","0.4",".","",".","0.0","0.0",".","0.0"
