"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"441","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rheology of Foods&Biomaterials","Course Total","","2","***","","","","","","","","","","","","","","","",""
"447","001","","10","3.350","50.0","20.0","10.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".","."
"447","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","Course Total","","12","3.333","50.0","16.7","8.3","16.7",".","8.3",".",".",".",".",".",".",".",".",".","."
"450
Design&Dynamics of Vehicles","001","","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"461
Thermal Systems Modeling","001","","13","3.308","38.5","23.1","15.4","7.7","15.4",".",".",".",".",".",".",".",".",".",".","."
"466
Air Pollutn-Measure&Control","001","","14","3.500","35.7","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"476
Engr Princpl Off-Road Vehicles","001","","12","3.182","8.3","25.0","50.0","8.3",".",".",".","8.3",".",".",".",".",".",".",".","."
"489","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","3","***","","","","","","","","","","","","","","","",""
"491","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"491","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","9","3.727","55.6","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"491","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","20","3.790","70.0","15.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"492","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"492","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"492","050","","6","3.912","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mech Engr Projects II","Course Total","","8","3.935","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"508","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"508","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Composite Materials","Course Total","","5","***","","","","","","","","","","","","","","","",""
"512
Inspectn,Qual Cntrl&Relblty","001","","7","2.929",".","57.1","14.3","14.3",".","14.3",".",".",".",".",".",".",".",".",".","."
"525
Macromolecular Hydrodynamics","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"545
Fluid Power","001","","10","3.200","20.0","40.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".","."
"563
Intermediate Fluid Dynamics","001","","9","3.333","22.2","44.4","11.1","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"564
Heat Transfer","001","","32","3.387","21.9","50.0","21.9",".",".",".","3.1","3.1",".",".",".",".",".",".",".","."
"566
Cryogenics","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"577
Automatic Controls Lab","001","","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","41","3.725","63.4","14.6","19.5",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"601","002","","22","3.886","81.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","003","","10","3.667","50.0","20.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","73","3.768","67.1","15.1","15.1",".",".",".",".","2.7",".",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
