"Women in Medieval Society","416
001","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Studies-Medieval Lit","551
002","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Byzantine Med & Pharmacy","562
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intro to Middle High German","651
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","20","2.974","30.0","15.0","25.0","5.0","",".","5.0","10.0","5.0","",".",".","",".","",".","",".",".","5.0","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","0.000",".",".",".",".","",".",".","100.0",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","1.500",".",".","50.0",".","",".",".","50.0",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","15","3.300","33.3","20.0","26.7","6.7","",".","6.7",".",".","",".",".","",".","",".","",".",".","6.7","."
"Undergraduates","","","18","2.917","27.8","16.7","27.8","5.6","",".","5.6","11.1",".","",".",".","",".","",".","",".",".","5.6","."
"Special","","","1","",".",".",".",".","",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".","",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","20","2.974","30.0","15.0","25.0","5.0","",".","5.0","10.0","5.0","",".",".","",".","",".","",".",".","5.0","."
