"TERM : 1084","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2007-2008","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - LA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","",""
"LCA LANG
Dept. Total
522","207","3.816","77.3","15.0","4.3","1.0","0.5","0.5","0.5","0.5","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","22","3.818","68.2","27.3","4.5",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","46","3.753","71.7","21.7","4.3",".",".",".","2.2",".","",".",".","",".","",".",".",".",".","."
"Junior","38","3.825","76.3","18.4","2.6","2.6",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","49","3.809","81.6","6.1","6.1","2.0",".","2.0",".","2.0","",".",".","",".","",".",".",".",".","."
"Undergraduates","155","3.797","75.5","16.8","4.5","1.3",".","0.6","0.6","0.6","",".",".","",".","",".",".",".",".","."
"Special","7","3.714","85.7",".",".",".","14.3",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","43","3.925","83.7","11.6","2.3",".",".",".",".",".","",".",".","",".","",".","2.3",".",".","."
"Prof Yr 1","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","207","3.816","77.3","15.0","4.3","1.0","0.5","0.5","0.5","0.5","",".",".","",".","",".","0.5",".",".","."
