"ALS","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","333","3.252","28.2","25.2","19.5","12.0","6.6","0.9","1.2","4.8","",".",".","",".","",".","1.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","2.357","9.1","9.1","27.3","18.2","18.2","9.1","9.1",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","49","3.025","14.3","26.5","24.5","26.5","6.1","2.0",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","72","3.217","22.2","31.9","20.8","13.9","6.9",".","1.4",".","",".",".","",".","",".","2.8",".",".","."
"Senior","","165","3.336","35.2","24.2","20.6","9.1","7.3","0.6","1.2",".","",".",".","",".","",".","1.8",".",".","."
"Undergraduates","","297","3.220","27.6","25.9","21.5","13.5","7.4","1.0","1.3",".","",".",".","",".","",".","1.7",".",".","."
"Special","","5","4.000","20.0",".",".",".",".",".",".","80.0","",".",".","",".","",".",".",".",".","."
"Graduate","","31","3.746","35.5","22.6","3.2",".",".",".",".","38.7","",".",".","",".","",".",".",".",".","."
"","Dept. Total","333","3.252","28.2","25.2","19.5","12.0","6.6","0.9","1.2","4.8","",".",".","",".","",".","1.5",".",".","."
