"Homer","510
001","","12","3.818","58.3","33.3",".",".",".",".","",".","",".",".","",".",".","",".","",".","","8.3",".","."
"Directed Study","699
002","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Research Thesis","890
021","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar-Drama","920
001","","12","3.958","91.7","8.3",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"GREEK
428","Dept. Total","","56","3.646","57.1","17.9","8.9","3.6","3.6","",".","",".","3.6","",".",".","",".","",".","",".","5.4",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","3.344","44.4","11.1","33.3",".","11.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","13","3.475","38.5","38.5","7.7","7.7","7.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","24","3.400","37.5","29.2","20.8","4.2","8.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","3","",".",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".","100.0",".","."
"Graduate","","","29","3.889","79.3","10.3",".","3.4",".","",".","",".","6.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","56","3.646","57.1","17.9","8.9","3.6","3.6","",".","",".","3.6","",".",".","",".","",".","",".","5.4",".","."
