"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"614","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","030","2","***","","","","","","","","","",".",".",".",".",".",".","."
"614","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Exper in Communicatn","Course Total","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"615
Secnd Fld Exp-Communication","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"616
Mass Media and Youth","001","21","3.810","61.9","38.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"659
Adv Motion Pic Prod Wkshp","001","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Contemporary Film Theory","001","17","3.500","52.9","17.6","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"682","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"768
Theortcl Persp-Persuasive Comm","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","023","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","13","3.919","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"902
Film Colloquium","001","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"903
Media&Cultural Studies Colloq","001","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"904
Communicatn Science Colloq","001","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"905
Rhetoric Colloquium","001","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"950
Smr-Radio-Tv-Film","001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"958
Seminar in Film History","001","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 188 of 408",""
