"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Intro to Discrete Mathematics","240
001","42","2.905","35.7","4.8","19.0","9.5","21.4","7.1","2.4",".",".",".",".",".",".",".",".","."
"","252
001","27","2.537","25.9","18.5","14.8",".","11.1","18.5","11.1",".",".",".",".",".",".",".",".","."
"","252
002","43","3.174","32.6","11.6","34.9","9.3","9.3",".","2.3",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","70","2.929","30.0","14.3","27.1","5.7","10.0","7.1","5.7",".",".",".",".",".",".",".",".","."
"","298
001","36","",".",".",".",".",".",".",".",".",".","97.2","2.8",".",".",".",".","."
"","298
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Comp Sci","Course Total","37","",".",".",".",".",".",".",".",".",".","97.3","2.7",".",".",".",".","."
"","302
001","82","2.654","14.6","9.8","31.7","14.6","18.3","1.2","8.5","1.2",".",".",".",".",".",".",".","."
"","302
002","104","2.702","18.3","7.7","31.7","9.6","24.0","2.9","5.8",".",".",".",".",".",".",".",".","."
"","302
004","20","2.950","35.0","5.0","20.0","15.0","15.0","10.0",".",".",".",".",".",".",".",".",".","."
"","302
005","23","3.261","34.8","13.0","34.8","4.3","13.0",".",".",".",".",".",".",".",".",".",".","."
"","302
006","21","3.143","42.9","9.5","14.3","19.0","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","007
302","14","2.929","28.6","7.1","21.4","21.4","14.3","7.1",".",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","264","2.802","22.3","8.7","29.2","12.5","18.9","2.7","5.3","0.4",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","304
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prob Solvng Using Computers","310
001","173","3.078","22.5","8.7","45.1","12.7","9.8","0.6","0.6",".",".",".",".",".",".",".",".","."
"","352
001","21","2.929","9.5","23.8","23.8","28.6","14.3",".",".",".",".",".",".",".",".",".",".","."
"","002
352","15","3.433","40.0","33.3","13.3",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","36","3.139","22.2","27.8","19.4","16.7","13.9",".",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","354
001","63","3.238","38.1","17.5","14.3","9.5","15.9","1.6",".",".",".",".",".",".",".","1.6",".","1.6"
"","367
001","53","2.792","22.6","30.2","15.1","7.5","5.7","7.5","11.3",".",".",".",".",".",".",".",".","."
"","367
002","44","3.216","31.8","29.5","22.7","4.5","4.5","2.3","4.5",".",".",".",".",".",".",".",".","."
"","367
003","26","3.300","30.8","26.9","23.1","7.7","3.8","3.8",".","3.8",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","123","3.049","27.6","29.3","19.5","6.5","4.9","4.9","6.5","0.8",".",".",".",".",".",".",".","."
"Learn New Programming Lang","368
001","35","",".",".",".",".",".",".",".",".",".","88.6","11.4",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","412
001","45","3.100","26.7","17.8","24.4","15.6","13.3","2.2",".",".",".",".",".",".",".",".",".","."
"","412
002","31","2.919","22.6","22.6","19.4","6.5","22.6","3.2","3.2",".",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","Course Total","76","3.026","25.0","19.7","22.4","11.8","17.1","2.6","1.3",".",".",".",".",".",".",".",".","."
"Intro-Combinatrl Optimizatn","425
001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","20","3.263","25.0","20.0","35.0","10.0","5.0",".",".",".",".",".",".",".","5.0",".",".","."
"Intro-Combinatorics","475
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Splines and Wavelets","515
001","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Theoretical Comp Sci","520
001","17","2.765","29.4","11.8","23.5","11.8","5.9","5.9","11.8",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","13","2.885","46.2","7.7","7.7",".","23.1","7.7","7.7",".",".",".",".",".",".",".",".","."
"Image Processing","533
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","28","3.143","35.7","21.4","25.0",".","10.7",".","7.1",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","537
001","50","3.290","40.0","20.0","20.0","8.0","4.0","4.0","2.0",".",".",".",".",".",".",".",".","2.0"
"Thry & Desgn-Progrmg Langs","538
001","25","3.208","40.0","16.0","20.0","8.0","4.0","4.0","4.0","4.0",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","540
001","46","3.078","28.3","15.2","21.7","21.7","6.5","2.2","2.2","2.2",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","552
001","9","2.778","11.1","11.1","55.6","11.1",".",".","11.1",".",".",".",".",".",".",".",".","."
"Computer Graphics","559
001","18","3.333","27.8","33.3","16.7","22.2",".",".",".",".",".",".",".",".",".",".",".","."
