"","990
028","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
030","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
032","5","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","26","",".",".",".",".",".",".",".","65.4","",".",".",".","23.1",".",".","11.5","."
"DY SCI
292","Dept. Total","256","3.511","53.9","11.7","12.1","3.1","5.5","1.2","0.4","7.4","",".",".",".","2.3","0.8",".","1.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.759","57.1","38.1","4.8",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","26","3.516","50.0","15.4","23.1","3.8","7.7",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","55","3.083","34.5","12.7","25.5","9.1","14.5","3.6",".",".","",".",".",".",".",".",".",".","."
"Senior","","79","3.566","64.6","10.1","12.7","2.5","5.1","1.3","1.3","1.3","",".",".",".",".","1.3",".",".","."
"Undergraduates","","181","3.443","52.5","14.9","17.1","4.4","7.7","1.7","0.6","0.6","",".",".",".",".","0.6",".",".","."
"Special","","4","4.000","75.0",".",".",".",".",".",".",".","",".",".",".",".","25.0",".",".","."
"Graduate","","71","3.956","56.3","4.2",".",".",".",".",".","25.4","",".",".",".","8.5",".",".","5.6","."
"","Dept. Total","256","3.511","53.9","11.7","12.1","3.1","5.5","1.2","0.4","7.4","",".",".",".","2.3","0.8",".","1.6","."
