"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","201
005","16","3.531","50.0","18.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","14","2.786","21.4","14.3","35.7","14.3",".",".","14.3",".",".",".",".",".",".",".",".","."
"","008
201","12","3.333","41.7","25.0","8.3","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","201
009","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
011","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
012","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
013","17","3.324","23.5","41.2","29.4",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","201
014","14","3.321","21.4","28.6","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","230","3.693","68.3","15.7","10.0","3.0","1.7","0.4","0.9",".",".",".",".",".",".",".",".","."
"","203
001","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","17","3.824","64.7","35.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","16","3.781","87.5",".",".","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","203
005","17","3.382","35.3","35.3","17.6","5.9",".","5.9",".",".",".",".",".",".",".",".",".","."
"","203
006","17","3.500","23.5","52.9","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","101","3.708","62.4","24.8","8.9","2.0","1.0","1.0",".",".",".",".",".",".",".",".",".","."
"","215
001","160","3.142","21.9","28.8","23.1","18.1","3.8","1.9","1.9",".",".",".",".",".",".",".",".","0.6"
"","215
002","15","3.500","33.3","46.7","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","Course Total","175","3.165","22.9","30.3","21.7","17.7","3.4","1.7","1.7",".",".",".",".",".",".",".",".","0.6"
"British&Anglo Lit 1750-Present","216
001","176","3.234","26.1","30.7","26.7","8.0","4.5","0.6","2.8","0.6",".",".",".",".",".",".",".","."
"American Literature","217
001","140","3.380","32.9","27.9","25.7","8.6","2.9",".","0.7","0.7",".",".",".",".","0.7",".",".","."
"Shakespearean Drama","220
001","147","2.524","6.8","6.8","39.5","12.2","21.8","5.4","6.1",".",".",".",".",".",".",".","1.4","."
"Introduction to Shakespeare","226
001","35","3.443","22.9","45.7","28.6","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Literature","250
001","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","16","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","13","3.615","23.1","76.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","46","3.815","63.0","37.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","14","3.500","14.3","78.6",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","002
301","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","14","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
005","12","3.333","25.0","33.3","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","301
006","15","3.500","60.0","26.7",".","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","71","3.577","42.3","45.1","7.0","2.8","1.4",".","1.4",".",".",".",".",".",".",".",".","."
"","302
001","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","16","3.563","62.5","25.0","6.3",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","Course Total","31","3.661","58.1","35.5","3.2",".",".",".","3.2",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","15","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","307
001","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Expository&Critical Writing","315
001","11","3.591","54.5","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Structure of English","324
001","22","3.455","36.4","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"English Grammar in Use","325
001","21","3.900","81.0","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","4.8","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 208 of 408",""
