"","990
022","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
023","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
024","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Research and Thesis","Course Total","46","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"M M & I
620","Dept. Total","622","3.412","45.5","16.2","19.9","4.5","4.3","1.0","0.8","7.6","",".",".",".","",".","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","14","3.250","42.9","14.3","35.7",".",".",".","7.1",".","",".",".",".","",".","",".",".",".","."
"Junior","","98","3.268","35.7","20.4","29.6","4.1","6.1","2.0","2.0",".","",".",".",".","",".","",".",".",".","."
"Senior","","379","3.423","47.5","19.3","20.6","6.1","5.0","1.1","0.5",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","491","3.384","45.0","19.3","22.8","5.5","5.1","1.2","1.0",".","",".",".",".","",".","",".",".",".","."
"Special","","14","3.583","57.1","14.3","14.3",".","7.1",".",".","7.1","",".",".",".","",".","",".",".",".","."
"Graduate","","103","3.697","42.7","3.9","9.7",".",".",".",".","42.7","",".",".",".","",".","",".",".","1.0","."
"Prof Yr 1","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 2","","9","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","4","2.875","25.0",".",".","25.0",".",".",".","50.0","",".",".",".","",".","",".",".",".","."
"Professionals","","14","3.344","71.4",".",".","7.1","7.1",".",".","14.3","",".",".",".","",".","",".",".",".","."
"","Dept. Total","622","3.412","45.5","16.2","19.9","4.5","4.3","1.0","0.8","7.6","",".",".",".","",".","",".",".","0.2","."
