"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2757","3.502","50.1","18.2","19.0","","6.8 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","7","3.615","57.1","14.3","28.6",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Junior","","16","3.700","87.5",".","6.3",".","6.3",".",".",".","",".",".",".","",".",".",".",".","."
"Senior","","92","3.416","48.9","13.0","26.1","5.4","6.5",".",".",".","",".",".",".","",".",".",".",".","."
"Undergraduates","","118","3.489","55.9","11.0","22.9","4.2","5.9",".",".",".","",".",".",".","",".",".",".",".","."
"Special","","5","3.607","60.0","20.0",".","20.0",".",".",".",".","",".",".",".","",".",".",".",".","."
"Graduate","","187","3.832","59.9","8.0","2.7",".",".",".",".","28.9","",".",".",".","",".","0.5",".",".","."
"Prof Yr 1","","494","3.222","48.6","16.2","22.7","7.5","4.3","0.6","0.2",".","",".",".",".","",".",".",".",".","."
"Prof Yr 2","","891","3.282","35.6","20.1","28.6","10.7","4.5",".","0.2",".","",".",".",".","",".","0.3",".",".","."
"Prof Yr 3","","824","3.481","52.1","24.2","14.6","5.6","2.7","0.1","0.2",".","",".",".",".","",".",".",".",".","0.6"
"Prof Yr 4","","238","3.911","89.5","5.9","1.7","1.7","0.8",".",".",".","",".",".",".","",".",".",".",".","0.4"
"Professionals","","2447","3.493","49.0","19.3","20.1","7.4","3.5","0.2","0.2",".","",".",".",".","",".","0.1",".",".","0.2"
"","College Total","2757","3.502","50.1","18.2","19.0","6.8","3.3","0.1","0.2","2.0","",".",".",".","",".","0.1",".",".","0.2"
