"","990
030","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","43","",".",".",".",".",".",".",".","79.1","2.3",".",".","18.6",".",".",".","."
"COM ARTS
250","Dept. Total","2821","3.294","24.8","32.4","23.7","8.3","4.0","1.0","0.9","3.7","0.0","0.8",".","0.3","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","211","3.210","19.0","36.5","30.3","7.6","3.3","0.9","2.4",".",".",".",".",".",".",".",".","."
"Sophomore","","616","3.306","24.5","36.0","24.2","9.1","4.1","0.8","0.6",".",".","0.3",".",".","0.2","0.2",".","."
"Junior","","803","3.271","22.2","37.7","23.0","9.5","4.6","1.1","0.9",".",".","0.7",".",".","0.1","0.1",".","."
"Senior","","976","3.252","24.0","30.6","27.4","8.9","4.5","1.2","0.9","0.9",".","1.5",".",".",".",".",".","."
"Undergraduates","","2606","3.267","23.1","34.6","25.5","9.0","4.3","1.1","1.0","0.3",".","0.9",".",".","0.1","0.1",".","."
"Special","","11","3.391","9.1","54.5","18.2",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"Graduate","","204","3.961","46.6","2.9","0.5",".",".",".",".","45.1","0.5",".",".","3.9","0.5",".",".","."
"","Dept. Total","2821","3.294","24.8","32.4","23.7","8.3","4.0","1.0","0.9","3.7","0.0","0.8",".","0.3","0.1","0.1",".","."
