"","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"999","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".",".","."
"999","047","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","056","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","067","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","092","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","132","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","172","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","39","4.000","89.7",".",".",".",".",".",".",".",".",".",".","5.1","5.1",".",".","."
