"","999
038","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
051","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","5","***","","","","","","","","","","","","","","","","",""
"POLI SCI
778","Dept. Total","3783","3.170","25.9","26.8","22.9","10.8","7.0","2.1","1.5","1.6","0.0","0.6","",".","0.3","0.1","0.2","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","255","2.802","11.4","19.2","23.5","22.0","18.0","3.9","1.2","0.4",".",".","",".",".",".","0.4",".","."
"Sophomore","","773","3.051","21.0","25.4","26.1","12.0","10.1","3.9","1.3",".","0.1",".","",".",".",".","0.1",".","."
"Junior","","962","3.151","24.2","27.8","24.8","11.0","7.5","1.9","2.2","0.3",".","0.1","",".",".",".","0.1","0.1","."
"Senior","","1511","3.261","28.7","28.7","23.3","10.1","4.2","1.2","1.6","1.0",".","0.5","",".",".","0.3","0.1","0.1","0.2"
"Undergraduates","","3501","3.144","24.5","27.0","24.4","11.6","7.4","2.2","1.7","0.5","0.0","0.3","",".",".","0.1","0.1","0.1","0.1"
"Special","","45","3.260","28.9","24.4","13.3","2.2","6.7","4.4",".","15.6",".",".","",".",".",".","2.2","2.2","."
"Graduate","","236","3.785","46.6","24.2","3.0","0.4",".",".",".","14.0",".","5.9","",".","5.5","0.4",".",".","."
"Prof Yr 4","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","3783","3.170","25.9","26.8","22.9","10.8","7.0","2.1","1.5","1.6","0.0","0.6","",".","0.3","0.1","0.2","0.1","0.1"
