"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"993","067","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Analytical","Course Total","","37","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","009","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","056","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","081","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Inorganic","Course Total","","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","039","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"996","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
