"","775
001","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","775
002","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","775
003","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Externship","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"COMP BIO
934","Dept. Total","584","3.297","27.6","26.0","27.7","10.1","7.0","0.7","",".","0.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","6","3.688","66.7","16.7","16.7",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","14","3.200","42.9",".","35.7","14.3","7.1",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","21","3.338","52.4","4.8","28.6","9.5","4.8",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","",".",".",".",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","3.714","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","399","3.315","26.1","29.1","30.1","7.0","7.0","0.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","156","3.228","28.2","21.8","23.1","18.6","7.7","0.6","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","5","4.000","20.0",".",".",".",".",".","",".","80.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","560","3.293","26.6","26.8","27.9","10.2","7.1","0.7","",".","0.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","584","3.297","27.6","26.0","27.7","10.1","7.0","0.7","",".","0.9","",".",".","",".","",".","",".",".",".","."
