"TERM : 1084","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2007-2008","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"GEN BUS
231","Dept. Total","1270","3.411","40.6","19.0","26.7","4.2","6.0","0.4","",".","0.1","",".","3.1","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.500",".","50.0",".",".",".",".","",".",".","",".","50.0","",".","",".","",".",".",".","."
"Sophomore","","30","3.759","50.0","3.3","13.3",".","3.3",".","",".",".","",".","30.0","",".","",".","",".",".",".","."
"Junior","","357","3.428","42.6","15.4","32.5","2.2","4.5","0.6","",".",".","",".","2.2","",".","",".","",".",".",".","."
"Senior","","707","3.360","39.3","17.8","25.9","6.4","8.3","0.4","",".",".","",".","1.8","",".","",".","",".",".",".","."
"Undergraduates","","1096","3.386","40.6","16.7","27.6","4.8","6.9","0.5","",".",".","",".","2.8","",".","",".","",".",".",".","."
"Special","","9","3.591","44.4","22.2","22.2",".",".",".","",".","11.1","",".",".","",".","",".","",".",".",".","."
"Graduate","","162","3.689","40.7","33.3","21.0",".",".",".","",".",".","",".","4.9","",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","3","3.800","33.3","66.7",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1270","3.411","40.6","19.0","26.7","4.2","6.0","0.4","",".","0.1","",".","3.1","",".","",".","",".",".",".","."
