"","999
017","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
022","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
073","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","13","4.000","76.9",".",".",".",".",".",".","23.1",".",".","",".",".",".",".",".","."
"ED POL
310","Dept. Total","395","3.532","41.3","27.6","14.7","2.8","1.3","0.8","1.0","7.3","0.3",".","",".","1.3","1.0","0.3","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","10","3.150","20.0","10.0","50.0","20.0",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","105","3.370","29.5","40.0","19.0","4.8","1.9","2.9","1.0",".",".",".","",".",".",".",".","1.0","."
"Senior","","127","3.465","35.4","33.1","22.8","3.1","2.4",".","0.8","1.6",".",".","",".",".",".","0.8",".","."
"Undergraduates","","242","3.410","32.2","35.1","22.3","4.5","2.1","1.2","0.8","0.8",".",".","",".",".",".","0.4","0.4","."
"Special","","6","2.000","33.3",".",".",".",".",".","33.3","16.7",".",".","",".",".","16.7",".",".","."
"Graduate","","147","3.854","56.5","16.3","2.7",".",".",".",".","17.7","0.7",".","",".","3.4","2.0",".","0.7","."
"","Dept. Total","395","3.532","41.3","27.6","14.7","2.8","1.3","0.8","1.0","7.3","0.3",".","",".","1.3","1.0","0.3","0.5","."
