"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10692","3.683","57.3","15.6","8.6","","2.7 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","587","3.301","43.4","21.0","16.0","6.8","7.8","2.2","0.9","0.5",".",".",".",".","0.2","0.5",".","0.7"
"Sophomore","","1218","3.425","46.4","22.8","16.3","5.7","3.5","2.2","0.6","2.1",".",".",".",".","0.1","0.2","0.1","."
"Junior","","1716","3.547","51.2","22.0","12.8","4.5","2.6","0.8","0.6","2.4","0.1","3.0",".",".",".","0.1","0.1","."
"Senior","","4109","3.709","56.9","15.7","8.1","2.2","1.6","0.3","0.4","5.5","0.0","8.7","0.0",".","0.2","0.1","0.1","0.0"
"Undergraduates","","7630","3.596","52.9","18.7","11.1","3.6","2.6","0.9","0.5","3.9","0.0","5.4","0.0",".","0.1","0.1","0.1","0.1"
"Special","","395","3.821","61.3","7.6","3.8","1.0","0.5","0.5","0.5","17.2",".","4.1",".",".","0.8","0.3","2.5","."
"Graduate","","2633","3.916","69.7","7.6","2.2","0.2","0.1","0.0","0.1","13.6","0.2","1.8",".","2.2","2.0","0.1","0.2","."
"Prof Yr 1","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","7","4.000","42.9",".",".",".",".",".",".","57.1",".",".",".",".",".",".",".","."
"Prof Yr 3","","30","3.778","33.3","20.0","10.0",".",".",".",".","36.7",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","3.500",".","50.0",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Professionals","","42","3.833","38.1","16.7","7.1",".",".",".",".","38.1",".",".",".",".",".",".",".","."
"","College Total","10700","3.683","57.3","15.5","8.6","2.7","1.9","0.7","0.4","6.9","0.1","4.4","0.0","0.5","0.6","0.1","0.2","0.1"
