"EGR","","","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","",""
"I SY E
490","Dept. Total","806","3.637","56.6","21.0","10.3","1.9","1.7","1.0","0.7","6.0","",".",".","",".","",".","0.5",".","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","32","3.306","62.5","18.8","6.3","3.1","3.1",".","6.3",".","",".",".","",".","",".",".",".",".","."
"Junior","","158","3.652","56.3","26.6","14.6",".","1.9",".","0.6",".","",".",".","",".","",".",".",".",".","."
"Senior","","347","3.554","54.8","24.2","12.1","2.9","2.6","2.0","0.9","0.6","",".",".","",".","",".",".",".",".","."
"Undergraduates","","549","3.573","55.6","25.1","12.2","2.0","2.4","1.3","1.1","0.4","",".",".","",".","",".",".",".",".","."
"Special","","8","3.762","50.0","25.0","12.5",".",".",".",".","12.5","",".",".","",".","",".",".",".",".","."
"Graduate","","249","3.792","59.0","11.6","6.0","1.6","0.4","0.4",".","18.1","",".",".","",".","",".","1.6",".","0.8","0.4"
"","Dept. Total","806","3.637","56.6","21.0","10.3","1.9","1.7","1.0","0.7","6.0","",".",".","",".","",".","0.5",".","0.2","0.1"
