"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","49","3.962","89.8","6.1","2.0",".",".",".",".",".",".",".",".",".","2.0",".",".","."
"766
Molecular Recognition","001","","11","3.788","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"775
Electronic Struct of Molecules","001","","13","3.654","46.2","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"777
Physical Chemistry of Surfaces","001","","19","3.810","63.2","36.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801
Topics-Inorganic Chem","001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"841
Advanced Organic Chemistry","001","","22","3.524","40.9","18.2","36.4",".",".",".",".",".",".",".",".",".",".",".","4.5","."
"864
Statistical Mechanics","001","","22","3.614","40.9","40.9","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","002","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","002","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901","003","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Teaching of Chemistry","Course Total","","49","3.990","98.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"915","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Struct&Bond-Inorg Compounds","Course Total","","5","***","","","","","","","","","","","","","","","",""
"923","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"923","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","157","","12","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Spctroscpy&Spectrochem Anal","Course Total","","19","4.000","68.4",".",".",".",".",".",".","31.6",".",".",".",".",".",".",".","."
"925
Rheology Research Seminar","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"941
Synthetic Organic Chemistry","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"942
Smr-Physical Organic Chem","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943
Smr-Bio-Organic Chemistry","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"960
Seminar-Physical Chemistry","002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Molecular Dynamics","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
