"","990
017","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
026","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","23","",".",".",".",".",".",".",".","91.3","",".",".",".","8.7",".",".",".","."
"THEATRE
942","Dept. Total","1164","3.638","63.5","15.7","9.5","3.5","2.0","1.4","1.1","2.3","",".","0.3",".","0.2","0.2","0.3",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","169","3.533","60.4","14.8","10.1","4.1","5.3","2.4","1.2",".","",".",".",".",".",".","1.2",".","0.6"
"Sophomore","","285","3.664","63.9","20.0","9.8","3.2","1.4","0.7","1.1",".","",".",".",".",".",".",".",".","."
"Junior","","208","3.693","71.2","13.0","8.7","4.3","1.0","1.4","0.5",".","",".",".",".",".",".",".",".","."
"Senior","","323","3.558","62.2","14.2","10.5","5.0","2.2","2.2","2.2","1.2","",".",".",".",".",".","0.3",".","."
"Undergraduates","","985","3.614","64.3","15.7","9.8","4.2","2.2","1.6","1.3","0.4","",".",".",".",".",".","0.3",".","0.1"
"Special","","10","3.875","70.0","10.0","10.0",".",".",".",".","10.0","",".",".",".",".",".",".",".","."
"Graduate","","169","3.790","58.6","16.0","7.7",".","0.6",".",".","13.0","",".","1.8",".","1.2","1.2",".",".","."
"","Dept. Total","1164","3.638","63.5","15.7","9.5","3.5","2.0","1.4","1.1","2.3","",".","0.3",".","0.2","0.2","0.3",".","0.1"
