"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","9296","3.548","48.4","21.7","14.3","","2.6 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.341","33.3","33.3","13.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","257","3.196","40.5","15.2","25.3","4.3","8.9","3.1","2.3",".",".",".",".",".",".",".",".","0.4"
"Junior","","829","3.237","38.8","17.5","25.5","5.3","9.5","2.4","0.5","0.1",".",".",".",".",".",".",".","0.4"
"Senior","","2111","3.447","50.4","18.6","18.9","5.1","4.6","1.3","0.6","0.2",".","0.2",".",".",".","0.0","0.0","."
"Undergraduates","","3212","3.368","46.5","18.1","21.1","5.1","6.3","1.7","0.7","0.2",".","0.1",".",".",".","0.0","0.0","0.1"
"Special","","137","3.360","43.1","14.6","17.5","3.6","4.4","0.7","1.5","10.9",".",".",".",".","3.6",".",".","."
"Graduate","","1437","3.672","37.5","14.1","7.3","0.7","0.3","0.1",".","35.4","0.1","2.1","0.1","2.2","0.1",".","0.1","0.1"
"Prof Yr 1","","1382","3.696","58.9","20.9","12.2","1.6","0.6",".",".","0.1",".","5.6",".",".",".",".",".","0.1"
"Prof Yr 2","","1576","3.680","55.5","27.1","10.4","2.0","0.9",".","0.1","0.6",".","3.3",".",".","0.1",".",".","."
"Prof Yr 3","","685","3.531","34.9","41.3","18.8","1.6","0.1",".",".","2.0",".","0.6",".",".","0.1",".",".","0.4"
"Prof Yr 4","","887","3.738","55.8","24.4","7.1","0.3","0.1",".",".","10.9",".","0.1",".",".","0.8",".","0.3","0.1"
"Professionals","","4530","3.657","53.5","26.8","11.6","1.5","0.5",".","0.0","2.7",".","3.0",".",".","0.2",".","0.1","0.1"
"","College Total","9316","3.548","48.5","21.7","14.3","2.6","2.5","0.6","0.3","7.0","0.0","1.8","0.0","0.3","0.2","0.0","0.1","0.1"
