"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","106","3.673","43.4","9.4","7.5","1.9","2.8","",".","",".","23.6","",".",".","",".","11.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","8","3.500","50.0","25.0","12.5","12.5",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","13","3.529","46.2","23.1","23.1",".","7.7","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","26","3.664","65.4","19.2","3.8","3.8","7.7","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","50","3.623","60.0","20.0","10.0","4.0","6.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","56","3.813","28.6",".","5.4",".",".","",".","",".","44.6","",".",".","",".","21.4","",".",".",".","."
"","Dept. Total","106","3.673","43.4","9.4","7.5","1.9","2.8","",".","",".","23.6","",".",".","",".","11.3","",".",".",".","."
