"","990
011","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
014","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
040","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","882","2.798","20.4","13.7","21.2","20.5","16.0","3.4","3.2","1.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","2.576","6.1","9.1","18.2","39.4","22.7","3.0","1.5",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","255","2.617","9.0","9.0","22.0","33.3","20.4","3.9","2.4",".","",".",".","",".","",".","",".",".",".","."
"Junior","","204","2.756","19.1","15.2","27.0","16.7","14.7","2.9","4.4",".","",".",".","",".","",".","",".",".",".","."
"Senior","","295","2.921","29.2","17.6","19.7","11.9","13.9","3.7","4.1",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","820","2.753","18.5","13.7","22.1","22.0","16.8","3.5","3.4",".","",".",".","",".","",".","",".",".",".","."
"Special","","14","3.214","57.1","7.1",".","7.1","21.4","7.1",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","48","3.694","41.7","16.7","12.5",".",".",".",".","29.2","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","882","2.798","20.4","13.7","21.2","20.5","16.0","3.4","3.2","1.6","",".",".","",".","",".","",".",".",".","."
