"","990
016","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
018","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
022","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","22","",".",".",".",".",".",".",".","100.0","",".",".",".",".","",".",".",".","."
"N E
684","Dept. Total","261","3.301","25.3","12.6","18.4","3.8","3.1","0.8","1.5","21.8","",".","9.2","1.1","0.8","",".","0.4","1.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","",".",".",".",".",".",".",".",".","",".","90.0","10.0",".","",".",".",".","."
"Sophomore","","8","",".",".",".",".",".",".",".",".","",".","87.5","12.5",".","",".",".",".","."
"Junior","","21","2.511","9.5","19.0","14.3","14.3","4.8",".","14.3",".","",".","23.8",".",".","",".",".",".","."
"Senior","","72","3.249","30.6","18.1","30.6","9.7","4.2","2.8",".",".","",".","4.2",".",".","",".",".",".","."
"Undergraduates","","111","3.110","21.6","15.3","22.5","9.0","3.6","1.8","2.7",".","",".","21.6","1.8",".","",".",".",".","."
"Special","","10","2.615","10.0",".","30.0",".","40.0",".",".","10.0","",".",".","10.0",".","",".",".",".","."
"Graduate","","141","3.591","29.1","11.3","14.2",".",".",".","0.7","40.4","",".",".",".","1.4","",".","0.7","2.1","."
"","Dept. Total","262","3.301","25.2","12.6","18.3","3.8","3.1","0.8","1.5","22.1","",".","9.2","1.1","0.8","",".","0.4","1.1","."
