"","991
095","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","991
096","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","991
098","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Reading","Course Total","49","4.000","4.1",".",".",".",".",".",".","93.9","",".",".","",".","",".",".",".","2.0","."
"LAW
528","Dept. Total","3809","1.370","10.1","0.8","17.9","0.1","3.1","0.4","0.1","22.8","",".",".","",".","",".","0.1",".","0.2","1.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","2","3.300",".","50.0","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","3","3.857","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","6","3.700","50.0","33.3","16.7",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Special","","46","1.441","4.3",".","26.1",".","4.3",".",".","23.9","",".",".","",".","",".",".",".","2.2","2.2"
"Graduate","","109","3.604","43.1","17.4","22.0","1.8",".",".",".","15.6","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1013","1.216","7.9",".","26.0",".","5.5","0.5",".",".","",".",".","",".","",".",".",".",".","0.5"
"Prof Yr 2","","1371","1.244","9.2",".","14.2",".","2.5","0.3","0.1","29.5","",".",".","",".","",".","0.1",".","0.3","2.3"
"Prof Yr 3","","1220","1.441","10.2","0.7","15.4","0.2","2.2","0.6","0.1","32.5","",".",".","",".","",".",".",".","0.2","0.7"
"Prof Yr 4","","44","4.000","6.8",".",".",".",".",".",".","90.9","",".",".","",".","",".","2.3",".",".","."
"Professionals","","3648","1.289","9.2","0.2","17.7","0.1","3.2","0.4","0.1","23.0","",".",".","",".","",".","0.1",".","0.2","1.2"
"","Dept. Total","3809","1.370","10.1","0.8","17.9","0.1","3.1","0.4","0.1","22.8","",".",".","",".","",".","0.1",".","0.2","1.2"
