"","991
042","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","991
052","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","991
054","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research Nutrition","Course Total","36","",".",".",".",".",".",".",".","94.4","",".",".",".","5.6","",".",".",".","."
"NUTR SCI
694","Dept. Total","1515","2.877","21.0","13.5","22.7","12.3","20.0","3.6","1.1","5.5","",".",".",".","0.1","",".",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","327","2.651","11.9","11.3","22.3","18.0","30.9","3.4","2.1",".","",".",".",".",".","",".",".",".","."
"Sophomore","","423","2.850","17.7","14.7","25.8","13.9","23.6","3.3","0.9",".","",".",".",".",".","",".",".",".","."
"Junior","","249","2.816","20.1","12.4","24.5","14.1","20.5","6.4","1.2","0.4","",".",".",".",".","",".",".",".","0.4"
"Senior","","372","3.089","30.1","16.9","23.7","8.6","13.4","3.5","0.8","2.7","",".",".",".",".","",".",".","0.3","."
"Undergraduates","","1371","2.857","20.1","14.1","24.1","13.5","22.0","3.9","1.2","0.8","",".",".",".",".","",".",".","0.1","0.1"
"Special","","13","3.409","38.5","15.4","15.4","7.7","7.7",".",".","15.4","",".",".",".",".","",".",".",".","."
"Graduate","","125","3.615","27.2","7.2","7.2",".",".",".",".","56.8","",".",".",".","1.6","",".",".",".","."
"Prof Yr 2","","1","1.000",".",".",".",".",".","100.0",".",".","",".",".",".",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Prof Yr 4","","4","3.500","50.0",".","50.0",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","6","2.900","50.0",".","33.3",".",".","16.7",".",".","",".",".",".",".","",".",".",".","."
"","Dept. Total","1515","2.877","21.0","13.5","22.7","12.3","20.0","3.6","1.1","5.5","",".",".",".","0.1","",".",".","0.1","0.1"
