"L&S","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","320
001","58","2.647","15.5","17.2","20.7","19.0","10.3","12.1","5.2",".",".",".",".",".",".",".",".","."
"","320
002","156","2.564","11.5","4.5","22.4","27.6","25.6","7.1","1.3",".",".",".",".",".",".",".",".","."
"","003
320","92","2.641","14.1","9.8","31.5","9.8","23.9","6.5","4.3",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","306","2.603","13.1","8.5","24.8","20.6","22.2","7.8","2.9",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","321
001","16","2.500","6.3","18.8","18.8","12.5","18.8","18.8",".",".",".",".",".",".",".","6.3",".","."
"Appl Mathematical Analysis","322
001","17","3.059","35.3","5.9","23.5","5.9","29.4",".",".",".",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
002","22","2.841","27.3","9.1","31.8","13.6","4.5","4.5","9.1",".",".",".",".",".",".",".",".","."
"","340
001","33","2.985","15.2","27.3","24.2","18.2","12.1",".","3.0",".",".",".",".",".",".",".",".","."
"","340
002","36","3.375","47.2","19.4","5.6","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","340
003","33","2.758","18.2","12.1","12.1","42.4","6.1","6.1","3.0",".",".",".",".",".",".",".",".","."
"","340
004","32","3.359","37.5","28.1","9.4","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","340
005","30","2.554","16.7","10.0","10.0","26.7","16.7","6.7","6.7","6.7",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","164","3.025","27.4","19.5","12.2","24.4","10.4","2.4","2.4","1.2",".",".",".",".",".",".",".","."
"Linear Algebra","341
001","20","3.350","25.0","35.0","30.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
