"","699
061","","4","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Reading & Rsch","Course Total","","7","3.850","71.4","28.6",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Seminar in Art Education","951
001","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Independent Reading","999
061","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ART ED
176","Dept. Total","","59","3.919","81.4","16.9","1.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","35","3.906","77.1","20.0","2.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","35","3.906","77.1","20.0","2.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","15","3.940","86.7","13.3",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","9","3.942","88.9","11.1",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","59","3.919","81.4","16.9","1.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
