"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"","999
079","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","18","3.959","66.7","5.6",".",".",".",".",".","16.7",".",".","",".","5.6","5.6",".",".","."
"ANTHRO
156","Dept. Total","2489","3.092","29.9","13.9","25.6","9.0","13.8","3.1","1.2","2.7","0.1","0.0","",".","0.0","0.2","0.2","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","430","2.749","14.4","10.5","30.0","13.7","23.7","5.6","0.9",".",".",".","",".",".",".","0.2",".","0.9"
"Sophomore","","668","3.007","24.1","15.1","29.2","11.4","15.9","3.1","1.0","0.1",".",".","",".",".",".",".",".","."
"Junior","","626","3.148","32.3","15.8","27.0","8.3","11.7","2.4","1.8","0.8",".",".","",".",".",".",".",".","."
"Senior","","609","3.242","38.3","14.1","22.7","5.7","9.7","3.0","1.3","3.8","0.5","0.2","",".",".","0.2","0.7",".","."
"Undergraduates","","2333","3.057","28.2","14.2","27.0","9.5","14.6","3.3","1.3","1.2","0.1","0.0","",".",".","0.0","0.2",".","0.2"
"Special","","16","3.016","18.8","12.5","12.5","6.3","18.8",".",".","18.8",".",".","",".",".",".",".","12.5","."
"Graduate","","140","3.882","60.0","8.6","2.9",".","0.7",".",".","25.0",".",".","",".","0.7","2.1",".",".","."
"","Dept. Total","2489","3.092","29.9","13.9","25.6","9.0","13.8","3.1","1.2","2.7","0.1","0.0","",".","0.0","0.2","0.2","0.1","0.2"
