"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Engineering Design","160
001","109","3.569","47.7","27.5","19.3","3.7","0.9","0.9",".","",".",".","",".",".","",".","",".","",".",".","."
"Current Issues in Intl Engr","413
001","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTEREGR
496","Dept. Total","112","3.573","49.1","26.8","18.8","3.6","0.9","0.9","",".",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.530","60.3","22.1","11.8","2.9","1.5","1.5","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","122","3.593","75.4","11.5","9.8","1.6",".",".","",".","0.8","",".",".","",".","",".","",".","0.8",".","."
"Junior","","58","3.700","96.6","1.7","1.7",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","10","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","258","3.571","77.1","11.6","8.1","1.6","0.4","0.4","",".","0.4","",".",".","",".","",".","",".","0.4",".","."
"Special","","1","#Num!","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","260","3.573","77.3","11.5","8.1","1.5","0.4","0.4","",".","0.4","",".",".","",".","",".","",".","0.4",".","."
