"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3271","3.385","30.7","11.3","13.7","","4.0 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","2","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"Sophomore","","9","4.000","33.3",".",".",".",".",".",".","66.7","",".",".",".",".",".",".",".","."
"Junior","","20","3.700","55.0","15.0","15.0",".",".",".",".","15.0","",".",".",".",".",".",".",".","."
"Senior","","32","3.272","43.8","15.6","25.0","6.3","3.1","3.1",".","3.1","",".",".",".",".",".",".",".","."
"Undergraduates","","63","3.430","44.4","12.7","17.5","3.2","1.6","1.6",".","19.0","",".",".",".",".",".",".",".","."
"Special","","9","4.000","11.1",".",".",".",".",".",".","88.9","",".",".",".",".",".",".",".","."
"Graduate","","71","3.761","21.1","9.9","1.4",".",".",".",".","60.6","",".",".",".","7.0",".",".",".","."
"Prof Yr 1","","725","3.358","24.7","21.0","17.2","3.9","3.9","0.4","0.1","28.7","",".",".",".",".","0.1",".",".","."
"Prof Yr 2","","719","3.317","24.3","18.2","22.5","8.3","3.1","0.3",".","23.1","",".",".",".",".","0.1",".",".","."
"Prof Yr 3","","819","3.147","25.2","8.3","17.5","4.5","5.3","0.2",".","39.1","",".",".",".",".",".",".",".","."
"Prof Yr 4","","865","3.933","46.1","0.3","0.6","0.3","0.1","0.1",".","52.4","",".",".",".",".",".",".",".","."
"Professionals","","3128","3.381","30.7","11.3","13.9","4.1","3.0","0.3","0.0","36.7","",".",".",".",".","0.1",".",".","."
"","College Total","3271","3.385","30.7","11.3","13.7","4.0","2.9","0.3","0.0","37.0","",".",".",".","0.2","0.1",".",".","."
