"NUTRITIONAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"132","001","","335","2.787","17.9","11.3","25.4","14.3","24.8","4.2","1.5","0.6",".",".",".",".",".",".",".","."
"132","002","","434","2.743","14.1","14.1","20.3","18.4","29.7","2.5","0.9",".",".",".",".",".",".",".",".","."
"132","003","","192","2.753","14.6","12.5","25.0","13.5","25.5","4.7","1.0","3.1",".",".",".",".",".",".",".","."
"Nutrition Today","Course Total","","961","2.760","15.5","12.8","23.0","16.0","27.2","3.5","1.1","0.8",".",".",".",".",".",".",".","."
"299","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","065","","15","3.907","93.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","","17","3.851","82.4","5.9","5.9",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"311
Comparative Animal Nutritn","001","","10","3.400","50.0","20.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"332
Human Nutritional Needs","001","","177","2.635","13.0","11.9","29.4","12.4","17.5","11.3","2.8","1.1",".",".",".",".",".",".",".","0.6"
"350
World Hunger & Malnutrition","001","","38","3.770","65.8","18.4","13.2",".",".",".",".",".",".",".",".",".",".",".","2.6","."
"431
Nutrition in the Life Span","001","","81","3.358","34.6","17.3","38.3","4.9","4.9",".",".",".",".",".",".",".",".",".",".","."
"499
Capstone in Nutrition","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"510
Biochm Prin-Human&Anml Nutr","001","","26","3.077","23.1","7.7","42.3","15.4","11.5",".",".",".",".",".",".",".",".",".",".","."
"520","001","","15","3.333",".","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"520","002","","16","3.438","25.0","50.0","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Applications-Clin Nutrition","Course Total","","31","3.387","12.9","61.3","19.4","3.2","3.2",".",".",".",".",".",".",".",".",".",".","."
"540
Commun Nutr Prgms & Policy Iss","001","","17","3.647","58.8","11.8","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"619
Adv Nutr: Metab-Macronutrients","001","","11","3.500","36.4","27.3","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"625
Adv Nutritn: Obesity&Diabetes","001","","16","3.625","43.8","37.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"672","001","","9","3.250","22.2","11.1","22.2",".","11.1",".",".","33.3",".",".",".",".",".",".",".","."
"672","003","","6","3.083","50.0",".",".","16.7","33.3",".",".",".",".",".",".",".",".",".",".","."
"Herbl, Homeopthy&Diet","Course Total","","15","3.167","33.3","6.7","13.3","6.7","20.0",".",".","20.0",".",".",".",".",".",".",".","."
"692
Senior Thesis","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","15","3.964","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Nutri Sciences Tchg","Course Total","","2","***","","","","","","","","","","","","","","","",""
"875
Special Topics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"881
Smr-Human&Clinicl Nutrition","001","","18","3.950","50.0","5.6",".",".",".",".",".","44.4",".",".",".",".",".",".",".","."
"931
Seminar-Nutrition","001","","36","4.000","19.4",".",".",".",".",".",".","80.6",".",".",".",".",".",".",".","."
"991","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
