"","999
038","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
048","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
093","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Research Prob","Course Total","11","3.950","90.9","9.1",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"JOURN
512","Dept. Total","1444","3.492","42.9","25.5","18.3","4.1","2.5","1.0","0.3","2.9","",".","1.8","0.1","0.3","0.1","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","140","3.475","40.0","26.4","27.1","4.3","0.7","1.4",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","213","3.671","56.3","24.9","16.9","1.4","0.5",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","334","3.305","29.6","31.1","23.4","5.7","5.7","2.4","0.3",".","",".","1.8",".",".",".",".",".","."
"Senior","","626","3.513","44.7","24.3","17.6","4.8","2.4","0.8","0.2","1.4","",".","3.0","0.2","0.2",".","0.2","0.3","."
"Undergraduates","","1313","3.478","42.3","26.4","20.0","4.4","2.7","1.1","0.2","0.7","",".","1.9","0.1","0.1",".","0.1","0.2","."
"Special","","12","2.919","41.7","25.0","16.7",".",".",".","16.7",".","",".",".",".",".",".",".",".","."
"Graduate","","118","3.848","50.0","16.1",".","0.8",".",".",".","28.0","",".","0.8",".","3.4","0.8",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","1444","3.492","42.9","25.5","18.3","4.1","2.5","1.0","0.3","2.9","",".","1.8","0.1","0.3","0.1","0.1","0.1","."
