"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"","267
003","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
004","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Brass","Course Total","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","268
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","268
002","8","3.813","87.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Percussion","Course Total","18","3.917","94.4",".",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","269
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","269
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","269
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-String","Course Total","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Guitar","270
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","272
101","9","3.278","11.1","44.4","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","272
102","10","3.450","30.0","40.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","272
103","10","3.500","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","272
104","11","3.273","18.2","36.4","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 4","Course Total","40","3.375","22.5","40.0","27.5","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Chamber Ensemble","273
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Bl Mus-Voc/Tromb/Misc Instr","309
001","24","3.271","29.2","37.5","16.7","8.3","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"Topics in Music & Ethnicity-US","319
001","84","3.367","23.8","40.5","16.7","11.9",".",".","1.2","3.6","1.2",".",".",".","1.2",".",".","."
"Jazz Improvisation","332
001","10","3.750","80.0","10.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Practicum-String Pedagogy","345
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Repertoire","Course Total","4","***","","","","","","","","","","","","","","","",""
"Basic Concepts of Music","351
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","361
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","361
004","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Non-Western Music Performnc","Course Total","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wind Ensemble","40
001","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musical Cultures-World","401
001","19","3.026","15.8","5.3","63.2","10.5",".","5.3",".",".",".",".",".",".",".",".",".","."
"Concert Band","41
001","54","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey Music-Renaissance","412
001","23","3.455","34.8","39.1","8.7","4.3","8.7",".",".","4.3",".",".",".",".",".",".",".","."
"Survey Music-Romantic Era","415
001","25","3.340","36.0","4.0","56.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Varsity Band","42
001","262","3.985","96.6","3.1",".",".",".",".",".","0.4",".",".",".",".",".",".",".","."
"","43
001","109","3.991","99.1",".","0.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","43
002","106","3.778","72.6","17.9","7.5",".","0.9",".","0.9",".",".",".",".",".",".",".",".","."
"","43
003","80","3.938","95.0",".","3.8",".","1.3",".",".",".",".",".",".",".",".",".",".","."
"University Band","Course Total","295","3.900","88.5","6.4","4.1",".","0.7",".","0.3",".",".",".",".",".",".",".",".","."
"Collegium Musicum","461
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 269 of 408",""
