"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Third Semester Spanish","Course Total","405","3.174","24.9","23.7","32.6","5.7","8.6","1.5","1.7","1.2",".",".",".",".",".",".",".","."
"","204
001","19","3.368","57.9","10.5","15.8",".","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","204
002","18","3.194","33.3","33.3","16.7","5.6",".","5.6","5.6",".",".",".",".",".",".",".",".","."
"","204
003","23","3.065","21.7","26.1","21.7","4.3","26.1",".",".",".",".",".",".",".",".",".",".","."
"","204
004","21","2.881","9.5","9.5","47.6","14.3","19.0",".",".",".",".",".",".",".",".",".",".","."
"","204
005","22","2.909","22.7","4.5","40.9","13.6","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"","204
006","22","3.091","22.7","13.6","50.0","4.5","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","204
007","19","3.111","15.8","26.3","31.6","5.3","15.8",".",".","5.3",".",".",".",".",".",".",".","."
"","204
008","24","3.250","29.2","16.7","41.7",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","204
009","24","3.625","45.8","37.5","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","204
010","23","2.804","17.4","4.3","47.8","8.7","13.0","4.3","4.3",".",".",".",".",".",".",".",".","."
"","204
011","23","3.283","30.4","30.4","17.4","8.7","13.0",".",".",".",".",".",".",".",".",".",".","."
"","204
012","24","3.417","37.5","20.8","33.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
013","20","3.450","45.0","10.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","204
014","23","3.522","56.5","17.4","17.4",".","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","015
204","21","2.900","9.5","28.6","19.0","19.0","14.3","4.8",".",".",".",".",".",".",".",".",".","4.8"
"","204
016","23","3.295","30.4","21.7","34.8",".","4.3","4.3",".","4.3",".",".",".",".",".",".",".","."
"","017
204","22","2.886","22.7","9.1","22.7","22.7","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"","204
018","22","3.114","22.7","22.7","31.8",".","22.7",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","393","3.179","29.5","19.1","30.0","6.9","10.9","1.5","1.3","0.5",".",".",".",".",".",".",".","0.3"
"","223
001","180","3.223","31.7","22.2","25.6","5.0","11.1","1.1","1.7","1.7",".",".",".",".",".",".",".","."
"","223
002","17","3.265","35.3","5.9","41.2","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","197","3.227","32.0","20.8","26.9","5.6","10.7","1.0","1.5","1.5",".",".",".",".",".",".",".","."
"","224
001","16","3.750","68.8","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","26","3.596","42.3","34.6","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","20","3.275","45.0","10.0","25.0","5.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","224
004","23","3.804","73.9","13.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
005","22","3.455","27.3","45.5","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","224
006","21","3.810","76.2","19.0",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","007
224","24","3.771","58.3","37.5","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","152","3.638","55.3","26.3","13.2","2.6","2.0","0.7",".",".",".",".",".",".",".",".",".","."
"","226
001","19","3.158","21.1","31.6","36.8",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","226
002","20","3.132","25.0","5.0","45.0","10.0","10.0",".",".","5.0",".",".",".",".",".",".",".","."
"","226
003","18","3.382","33.3","16.7","38.9",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"","226
004","17","3.176","23.5","17.6","41.2","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","226
005","20","3.100","15.0","15.0","55.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","226
006","20","3.579","45.0","20.0","30.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","226
007","20","3.200","30.0","20.0","40.0",".","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","226
008","17","3.118","11.8","17.6","52.9","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","226
009","20","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","20","3.300","35.0","25.0","20.0","5.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","226
011","14","3.143","7.1","35.7","35.7","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","19","3.368","31.6","21.1","42.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
013","15","2.833","20.0","20.0","26.7","13.3","6.7","6.7","6.7",".",".",".",".",".",".",".",".","."
"","226
014","20","3.325","10.0","55.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
