"","699
002","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
003","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
004","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","6","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"CHICLA
228","Dept. Total","125","3.627","49.6","32.8","9.6","1.6","2.4","0.8","",".","2.4","",".",".","",".","",".","",".",".",".","0.8"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"228
CHICLA","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.736","56.3","18.8","18.8",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","6.3"
"Sophomore","","27","3.574","37.0","51.9",".","7.4","3.7",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","23","3.729","52.2","34.8","8.7",".",".",".","",".","4.3","",".",".","",".","",".","",".",".",".","."
"Senior","","59","3.580","52.5","27.1","11.9",".","3.4","1.7","",".","3.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","125","3.627","49.6","32.8","9.6","1.6","2.4","0.8","",".","2.4","",".",".","",".","",".","",".",".",".","0.8"
"","Dept. Total","125","3.627","49.6","32.8","9.6","1.6","2.4","0.8","",".","2.4","",".",".","",".","",".","",".",".",".","0.8"
