"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"626","002","","26","3.596","46.2","30.8","19.2","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Theme in 19th C Amer Lit","Course Total","","52","3.471","32.7","34.6","23.1","7.7",".",".",".","1.9",".",".",".",".",".",".",".","."
"630","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"630","001","","33","3.344","33.3","36.4","9.1","6.1","9.1","3.0",".","3.0",".",".",".",".",".",".",".","."
"Theme in 20th C Amer Lit","Course Total","","34","3.350","32.4","38.2","8.8","5.9","8.8","2.9",".","2.9",".",".",".",".",".",".",".","."
"631
Figures of Contemp Amer Lit","001","","29","3.321","27.6","31.0","24.1","10.3",".","3.4",".","3.4",".",".",".",".",".",".",".","."
"650
Contemp Am Ind Lit Since 1953","001","","14","3.536","42.9","28.6","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"672
Selected Topics:Afro-Am Lit","001","","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691
Senior Thesis","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"695","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","004","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Creative Writing","Course Total","","60","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","122","","3","***","","","","","","","","","",".",".",".",".",".",".","."
