"HEC","","","","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","827","3.404","39.7","24.9","20.2","6.7","4.8","1.0","0.6","2.1","0.1",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","2.844","18.0","16.4","27.9","11.5","21.3",".","4.9",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","117","3.214","28.2","22.2","26.5","12.8","8.5","1.7",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","153","3.435","37.3","28.8","22.2","7.2","3.9","0.7",".",".",".",".","",".","",".","",".",".",".","."
"Senior","","438","3.494","43.8","27.6","18.7","4.8","2.3","1.1","0.5","1.1",".",".","",".","",".","",".",".",".","."
"Undergraduates","","769","3.384","38.1","26.1","21.3","7.0","5.1","1.0","0.7","0.7",".",".","",".","",".","",".",".",".","."
"Special","","3","3.500",".","66.7",".",".",".",".",".","33.3",".",".","",".","",".","",".",".",".","."
"Graduate","","55","3.796","63.6","5.5","5.5","1.8","1.8",".",".","20.0","1.8",".","",".","",".","",".",".",".","."
"","Dept. Total","827","3.404","39.7","24.9","20.2","6.7","4.8","1.0","0.6","2.1","0.1",".","",".","",".","",".",".",".","."
