"","325
002","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Public Utilities","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","",""
"Urban Transport Economics","478
001","","7","3.214","57.1","14.3",".",".","14.3","14.3",".","",".","",".","",".",".","",".","",".","",".",".","."
"Energy Economics","671
001","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"TRAN P U
243","Dept. Total","","13","3.231","38.5","23.1","15.4","7.7","7.7","7.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","3.750","50.0","50.0",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","2.500",".","16.7","33.3","16.7","16.7","16.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","8","2.813","12.5","25.0","25.0","12.5","12.5","12.5","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","5","3.900","80.0","20.0",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","13","3.231","38.5","23.1","15.4","7.7","7.7","7.7","",".","",".","",".",".","",".","",".","",".",".",".","."
