"DANCE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Current Topics-Dance:Wkshp","Course Total","28","3.909","78.6","14.3","7.1",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","699
007","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
008","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","699
017","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","8","3.933","87.5",".","12.5",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"DANCE
741","Dept. Total","619","3.715","63.2","15.3","8.9","1.5","1.1","0.5","0.3","8.2","0.2",".","",".","",".","0.3","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.717","71.7","13.3","10.0","1.7","1.7","1.7",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","102","3.694","64.7","15.7","14.7",".","2.0","1.0",".",".",".",".","",".","",".",".","2.0",".","."
"Junior","","130","3.726","67.7","14.6","13.1","1.5","0.8",".",".","2.3",".",".","",".","",".",".",".",".","."
"Senior","","289","3.722","61.2","16.3","4.5","1.4","1.0","0.3","0.7","13.8",".",".","",".","",".","0.7",".",".","."
"Undergraduates","","581","3.717","64.4","15.5","8.8","1.2","1.2","0.5","0.3","7.4",".",".","",".","",".","0.3","0.3",".","."
"Special","","8","3.538","50.0","25.0",".","12.5",".",".",".",".",".",".","",".","",".",".","12.5",".","."
"Graduate","","25","3.704","44.0","12.0","16.0","4.0",".",".",".","20.0","4.0",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","3","4.000","33.3",".",".",".",".",".",".","66.7",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0",".",".","",".","",".",".",".",".","."
"Professionals","","5","4.000","40.0",".",".",".",".",".",".","60.0",".",".","",".","",".",".",".",".","."
"","Dept. Total","619","3.715","63.2","15.3","8.9","1.5","1.1","0.5","0.3","8.2","0.2",".","",".","",".","0.3","0.5",".","."
