"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"922","090","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","34","3.955","94.1","2.9","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","074","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"924","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","4","***","","","","","","","","","","","","","","","",""
"944
Adv Research-Art Metal","008","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","071","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","34","3.978","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","002","","7","3.958","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","005","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","007","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","008","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","009","","10","3.977","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","010","","10","3.909","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","024","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","025","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","045","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","050","","7","3.813","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","057","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","071","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","074","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","080","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","090","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","142","3.967","93.7","3.5","1.4",".",".",".",".",".",".",".",".",".","0.7",".","0.7","."
