"L&S","","","","","","","","","","","","","","","","","","","",""
"E ASIAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"E ASIAN
Dept. Total
295","954","3.547","48.3","26.2","13.3","6.1","2.0","1.0","0.2","2.0","0.4","0.1","",".","",".","0.2","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","97","3.393","34.0","37.1","10.3","9.3","7.2","2.1",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","233","3.559","51.5","25.8","15.5","4.7","0.9","0.9","0.9",".",".",".","",".","",".",".",".",".","."
"Junior","211","3.464","42.7","27.0","16.6","8.1","2.4","1.9",".","0.9",".","0.5","",".","",".",".",".",".","."
"Senior","293","3.576","48.5","24.6","13.7","6.8","1.7","0.7",".","3.1","0.7",".","",".","",".",".","0.3",".","."
"Undergraduates","834","3.519","46.2","27.0","14.5","6.8","2.3","1.2","0.2","1.3","0.2","0.1","",".","",".",".","0.1",".","."
"Special","23","3.680","56.5","26.1","13.0","4.3",".",".",".",".",".",".","",".","",".",".",".",".","."
"Graduate","96","3.846","65.6","18.8","3.1",".",".",".",".","8.3","2.1",".","",".","",".","2.1",".",".","."
"Prof Yr 3","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Dept. Total","954","3.547","48.3","26.2","13.3","6.1","2.0","1.0","0.2","2.0","0.4","0.1","",".","",".","0.2","0.1",".","."
