"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Intro Naval Lab II","176
001","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership&Management","201
001","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"Elementary Naval Lab II","276
001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation & Operations I","301
001","","15","3.367","40.0","26.7","6.7","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"Navigation & Operations II","302
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Amphibious Campaigns","350
001","","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab II","376
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory II","476
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Professional Naval Lab II","576
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","","85","3.713","78.8","9.4","4.7","4.7","1.2",".",".",".",".",".",".",".",".",".","1.2","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","26","3.403","57.7","15.4","11.5","11.5","3.8",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","8","3.750","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","37","3.867","91.9","2.7","2.7","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","88","3.713","80.7","9.1","4.5","4.5","1.1",".",".",".",".",".",".",".",".",".",".","."
"Special","","","1","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"","Dept. Total","","89","3.713","79.8","9.0","4.5","4.5","1.1",".",".",".",".",".",".",".",".",".","1.1","."
