"TERM : 1084","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2007-2008","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY
144","Dept. Total","836","3.284","44.5","17.0","20.2","3.7","8.6","2.9","1.3","1.6","0.1",".","",".","",".","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.750",".","50.0",".",".","50.0",".",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","126","2.985","24.6","21.4","27.8","5.6","9.5","6.3","4.0",".",".",".","",".","",".","",".",".",".","0.8"
"Junior","","244","3.243","39.8","17.6","23.0","3.7","12.7","2.9","0.4",".",".",".","",".","",".","",".",".",".","."
"Senior","","354","3.352","48.0","17.8","19.5","3.4","7.3","2.5","1.4",".",".",".","",".","",".","",".",".",".","."
"Undergraduates","","726","3.244","41.0","18.5","22.0","3.9","9.6","3.3","1.5",".",".",".","",".","",".","",".",".",".","0.1"
"Special","","30","3.405","50.0","13.3","20.0","10.0","6.7",".",".",".",".",".","",".","",".","",".",".",".","."
"Graduate","","31","3.681","35.5","12.9","9.7",".",".",".",".","38.7","3.2",".","",".","",".","",".",".",".","."
"Prof Yr 1","","29","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","10","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","10","4.000","90.0",".",".",".",".",".",".","10.0",".",".","",".","",".","",".",".",".","."
"Professionals","","49","4.000","98.0",".",".",".",".",".",".","2.0",".",".","",".","",".","",".",".",".","."
"","Dept. Total","836","3.284","44.5","17.0","20.2","3.7","8.6","2.9","1.3","1.6","0.1",".","",".","",".","",".",".",".","0.1"
