"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"","999
073","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Advanced Independent Study","Course Total","7","4.000","85.7",".",".",".",".",".",".",".",".",".","",".","14.3","",".",".",".","."
"CIV ENGR
240","Dept. Total","1142","3.376","39.3","19.2","16.4","7.0","4.7","1.0","0.2","10.3","0.2",".","",".","1.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","39","3.202","28.2","25.6","20.5","17.9","7.7",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","149","3.181","22.1","26.2","31.5","10.7","8.7","0.7",".",".",".",".","",".",".","",".",".",".","."
"Senior","","587","3.331","43.4","19.8","19.3","9.4","5.8","1.7","0.3","0.3",".",".","",".",".","",".",".",".","."
"Undergraduates","","778","3.297","38.8","21.2","21.6","10.0","6.4","1.4","0.3","0.3",".",".","",".",".","",".",".",".","."
"Special","","14","3.118","28.6","28.6","14.3",".","21.4",".",".","7.1",".",".","",".",".","",".",".",".","."
"Graduate","","349","3.747","40.7","14.3","4.9","0.6","0.3",".",".","33.0","0.6",".","",".","5.7","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","1142","3.376","39.3","19.2","16.4","7.0","4.7","1.0","0.2","10.3","0.2",".","",".","1.8","",".",".",".","."
