"TERM : 1084","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2007-2008","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"","#Name?
Grand Total","#Name?","Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","","","","","","","#Name?"
"University of Wisconsin-Madison","","# Grades Ave","A","","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","11982","2.993","","26.7","19.0","22.9","10.3","12.8","","3.6","","2.2","0.1",".","1.8","0.1",".","0.0","0.1","0.0","0.3"
"Sophomore","25694","3.171","","33.7","20.3","22.3","9.1","9.2","","2.5","","1.5","0.2","0.0","1.0","0.1",".","0.0","0.1","0.0","0.1"
"Junior","30843","3.234","","35.9","21.3","21.9","8.2","8.2","","2.1","","1.2","0.5","0.0","0.5","0.0",".","0.1","0.1","0.0","0.1"
"Senior","46282","3.356","","42.3","20.5","18.8","6.6","6.0","","1.6","","0.9","1.7","0.0","1.2","0.0","0.0","0.1","0.1","0.1","0.1"
"Undergraduates","114801","3.239","","37.0","20.5","20.8","8.0","8.0","","2.2","","1.3","0.8","0.0","1.0","0.0","0.0","0.1","0.1","0.0","0.1"
"Special","2335","3.397","","39.7","14.0","10.6","3.7","3.5","","1.0","","1.3","17.1",".","3.5","0.1","0.0","0.9","1.0","2.4","0.2"
"Graduate","21010","3.789","","52.9","13.0","5.9","0.6","0.3","","0.0","","0.1","22.2","0.2","1.9","0.0","1.9","0.6","0.1","0.2","0.0"
"Prof Yr 1","3880","2.833","","37.1","14.0","19.2","2.7","3.5","","0.3","","0.1","5.4",".","2.0",".",".","0.0",".",".","0.2"
"Prof Yr 2","4646","2.893","","33.5","16.1","16.8","4.1","2.4","","0.2","","0.1","12.5",".","1.1",".",".","0.2",".","0.1","0.7"
"Prof Yr 3","3707","2.965","","29.7","15.6","16.0","2.6","2.5","","0.3","","0.1","20.2",".","0.2",".","0.1","0.0",".","0.1","0.4"
"Prof Yr 4","2072","3.829","","54.7","11.5","3.6","0.5","0.2","","0.0","",".","28.7",".","0.0",".",".","0.4",".","0.1","0.1"
"Professionals","14305","3.031","","36.6","14.8","15.3","2.8","2.4","","0.2","","0.1","14.9",".","1.0",".","0.0","0.1",".","0.1","0.4"
"University Total","152451","3.275","","39.2","18.8","18.1","6.4","6.3","","1.7","","1.0","5.4","0.0","1.2","0.0","0.3","0.2","0.1","0.1","0.1"
