"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","36","3.182","2.8","36.1","44.4","8.3",".",".",".","8.3",".","",".",".","",".","",".","",".",".","."
"Intro-Comparatv Ethnic Studies","102
001","15","3.784","66.7","20.0","13.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Asian American Movement","153
001","16","3.875","87.5",".","12.5",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Ethnic Movements in U.S.","220
001","19","3.333","10.5","47.4","31.6","5.3",".",".",".","5.3",".","",".",".","",".","",".","",".",".","."
"Topics-Comparative Asian Am St","230
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Topics-Asian Amer Studies","240
001","38","2.645",".","18.4","42.1","21.1","7.9","5.3","5.3",".",".","",".",".","",".","",".","",".",".","."
"Mass Media and Minorities","662
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ASIAN AM
184","Dept. Total","126","3.231","22.2","25.4","34.1","9.5","2.4","1.6","1.6","3.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.550","33.3","33.3","33.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","24","3.378","33.3","25.0","25.0","12.5",".","4.2",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","37","3.148","21.6","10.8","51.4","10.8","2.7","2.7",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","61","3.202","18.0","34.4","27.9","8.2","3.3",".","3.3","4.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","125","3.231","22.4","25.6","34.4","9.6","2.4","1.6","1.6","2.4","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","126","3.231","22.2","25.4","34.1","9.5","2.4","1.6","1.6","3.2","",".",".","",".","",".","",".",".",".","."
