"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1916","3.819","72.0","17.2","5.9","","0.6 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.815","85.2","7.4","3.7",".",".","3.7",".",".",".",".",".","",".",".",".",".","."
"Sophomore","","59","3.798","71.2","18.6","8.5","1.7",".",".",".",".",".",".",".","",".",".",".",".","."
"Junior","","232","3.858","77.6","19.4","2.2","0.4",".",".",".",".",".","0.4",".","",".",".",".",".","."
"Senior","","1110","3.795","71.4","19.5","7.6","0.8","0.4",".",".",".",".","0.2",".","",".","0.2",".",".","."
"Undergraduates","","1428","3.806","72.6","19.3","6.7","0.8","0.3","0.1",".",".",".","0.2",".","",".","0.1",".",".","."
"Special","","26","3.650","65.4","11.5","11.5",".",".",".","3.8","3.8",".",".",".","",".","3.8",".",".","."
"Graduate","","442","3.880","69.9","10.9","3.4","0.2","0.2",".",".","15.2","0.2",".",".","",".",".",".",".","."
"Prof Yr 4","","20","3.897","80.0","20.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","","20","3.897","80.0","20.0",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"","College Total","1916","3.819","72.0","17.2","5.9","0.6","0.3","0.1","0.1","3.5","0.1","0.2",".","",".","0.2",".",".","."
