"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","",""
"Tech:Computer-Based Bus Sys","371
001","","12","3.417","41.7","33.3","16.7",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Computer-Based Data Mgt","422
001","","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","12","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer-Based Data Mgt","722
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Anal&Dsgn:Comptr-Based Sys","724
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"INFO SYS
234","Dept. Total","","37","3.568","40.5","43.2","13.5",".",".","2.7",".",".",".",".",".",".",".",".",".","."
