"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"","999
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
004","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Work","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"RELIG ST
856","Dept. Total","808","3.465","38.7","30.3","15.6","6.4","3.0","0.6","1.0","2.0","",".","1.7","",".","",".","0.2","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","3.481","37.7","36.1","14.8","8.2","1.6","1.6",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","152","3.481","38.8","34.9","13.8","5.3","4.6",".","1.3","0.7","",".",".","",".","",".",".","0.7",".","."
"Junior","","247","3.490","38.9","32.0","18.2","7.7","2.4",".","0.4",".","",".",".","",".","",".","0.4",".",".","."
"Senior","","329","3.415","37.4","27.4","15.5","5.8","3.0","1.2","1.5","4.0","",".","4.3","",".","",".",".",".",".","."
"Undergraduates","","789","3.458","38.1","30.9","16.0","6.5","3.0","0.6","1.0","1.8","",".","1.8","",".","",".","0.1","0.1",".","."
"Special","","6","4.000","16.7",".",".",".",".",".",".","33.3","",".",".","",".","",".","16.7",".","33.3","."
"Graduate","","13","3.850","84.6","7.7",".","7.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","808","3.465","38.7","30.3","15.6","6.4","3.0","0.6","1.0","2.0","",".","1.7","",".","",".","0.2","0.1","0.2","."
