"L&S","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","244","3.616","50.8","26.2","11.5","0.4","2.0","0.8","0.8","5.7","",".",".","",".","",".","0.4","0.4","0.4","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.500","34.4","28.1","34.4",".",".",".",".",".","",".",".","",".","",".",".",".",".","3.1"
"Sophomore","","47","3.644","55.3","29.8","10.6",".","2.1",".","2.1",".","",".",".","",".","",".",".",".",".","."
"Junior","","62","3.552","46.8","37.1","6.5","1.6","4.8","1.6",".",".","",".",".","",".","",".",".","1.6",".","."
"Senior","","53","3.555","52.8","28.3","11.3",".","1.9","1.9","1.9",".","",".",".","",".","",".","1.9",".",".","."
"Undergraduates","","194","3.567","48.5","31.4","13.4","0.5","2.6","1.0","1.0",".","",".",".","",".","",".","0.5","0.5",".","0.5"
"Special","","13","3.839","53.8","7.7","7.7",".",".",".",".","23.1","",".",".","",".","",".",".",".","7.7","."
"Graduate","","36","3.921","61.1","5.6","2.8",".",".",".",".","30.6","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","244","3.616","50.8","26.2","11.5","0.4","2.0","0.8","0.8","5.7","",".",".","",".","",".","0.4","0.4","0.4","0.4"
