"","990
012","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
014","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","13","",".",".",".",".",".",".",".","84.6","",".",".",".","15.4",".",".",".","."
"M S & E
636","Dept. Total","442","3.441","39.6","16.1","20.6","2.9","2.7","0.7","0.5","12.9","",".",".",".","2.7","0.7","0.5","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.308","44.4","22.2","22.2",".",".",".","11.1",".","",".",".",".",".",".",".",".","."
"Sophomore","","44","3.020","20.5","13.6","40.9","6.8","11.4","4.5",".",".","",".",".",".",".",".","2.3",".","."
"Junior","","91","3.345","31.9","24.2","36.3","3.3","3.3","1.1",".",".","",".",".",".",".",".",".",".","."
"Senior","","118","3.492","49.2","20.3","20.3","5.9","2.5",".","0.8",".","",".",".",".",".",".","0.8",".","."
"Undergraduates","","262","3.354","38.2","20.6","29.4","5.0","4.2","1.1","0.8",".","",".",".",".",".",".","0.8",".","."
"Special","","3","2.500",".",".","33.3",".","33.3",".",".","33.3","",".",".",".",".",".",".",".","."
"Graduate","","177","3.727","42.4","9.6","7.3",".",".",".",".","31.6","",".",".",".","6.8","1.7",".","0.6","."
"","Dept. Total","442","3.441","39.6","16.1","20.6","2.9","2.7","0.7","0.5","12.9","",".",".",".","2.7","0.7","0.5","0.2","."
