"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","370
001","","25","3.900","92.0","4.0",".",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","Course Total","","67","3.948","94.0","4.5",".",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"","371
001","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","Course Total","","53","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","27","3.907","92.6","3.7",".",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","","53","3.953","96.2","1.9",".",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","49","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Gen Ed Pract-Diverse Learners","374
001","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar","375
002","","20","3.872","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science-Sec Schl","390
001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondary Schl Math I","393
001","","14","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of English","396
001","","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Student Teaching-Japanese","408
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","422
001","","23","3.804","73.9","13.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","422
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Children's Lit","Course Total","","47","3.904","87.2","6.4","6.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concrn&Constrnt-Tch Yng Chl","425
001","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Meths-Teachng Fam & Consumr Ed","427
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Young Adult Lit for Schools","431
001","","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","440
001","","46","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","440
002","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum IV","Course Total","","53","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang (K-8)","442
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching in Agri-sci Educ","445
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Tchg-Health Education","457
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar:K-Mid Schl Teaching","463
001","","72","3.958","91.7","5.6","1.4",".",".",".",".",".",".",".",".",".",".",".",".","1.4"
"Stdt Tchg in Elem School","464
001","","49","",".",".",".",".",".",".",".",".",".","98.0",".",".",".",".",".","2.0"
"Stdt Tchg-Kindergarten","465
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","466
001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","466
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
