"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Animal Behavior-Primates","450
001","340","3.169","24.4","23.5","28.8","13.5","6.8","1.2","1.2","0.3",".",".",".",".",".",".","0.3","."
"Behavioral Neuroscience","454
001","36","3.208","25.0","41.7","13.9","5.6","8.3","2.8","2.8",".",".",".",".",".",".",".",".","."
"","455
001","7","3.357",".","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","455
002","11","3.727","45.5","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","455
003","8","3.375",".","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","455
004","10","3.150",".","50.0","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Lab in Behavioral Neurosci","Course Total","36","3.417","13.9","63.9","16.7","2.8","2.8",".",".",".",".",".",".",".",".",".",".","."
"Honors Smr-Cognitive Psych","481
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Personality","507
001","242","2.994","21.1","24.8","18.2","16.9","11.6","4.5","1.7","1.2",".",".",".",".",".",".",".","."
"Abnormal Psychology","509
002","222","2.562","18.0","6.8","22.1","9.9","27.0","10.8","3.6","1.4",".",".",".",".",".",".",".","0.5"
"Bhv Pathology-Psychoses","512
001","113","3.032","33.6","20.4","13.3","12.4","7.1","7.1","4.4","0.9","0.9",".",".",".",".",".",".","."
"","517
001","25","3.813","68.0","20.0","8.0",".",".",".",".",".",".",".",".",".",".","4.0",".","."
"","517
002","29","3.397","34.5","24.1","31.0","6.9","3.4",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Psych","Course Total","54","3.585","50.0","22.2","20.4","3.7","1.9",".",".",".",".",".",".",".",".","1.9",".","."
"Neurobi II:Intr-Brain&Behav","524
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Cultural Psychology","528
001","186","2.871","17.7","21.0","20.4","15.1","15.6","6.5","1.6","2.2",".",".",".",".",".",".",".","."
"Intro-Social Psychology","530
001","45","3.511","46.7","28.9","6.7","8.9","6.7",".",".","2.2",".",".",".",".",".",".",".","."
"Animal Comm & Orig of Lang","550
001","17","3.294","23.5","35.3","35.3",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"Child Psychology","560
001","198","3.317","38.4","20.2","23.7","5.6","9.1","2.5",".","0.5",".",".",".",".",".",".",".","."
"Intro to Cultural Psych-Honors","588
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Systems Neuroscience","611
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","618
001","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
003","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
004","47","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","618
005","39","3.953","94.9","2.6",".","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","618
006","34","4.000","97.1",".",".",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"Research Topics","Course Total","145","3.984","97.2","1.4",".","0.7",".",".",".",".",".",".",".",".","0.7",".",".","."
"","682
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Seminar in Psych","686
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","691
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","691
038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","3","***","","","","","","","","","","","","","","","",""
"","692
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
