"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","149","3.013","27.5","13.4","28.9","6.7","19.5","2.0","2.0",".",".",".",".",".",".",".",".","."
"","002
103","203","2.887","23.2","12.8","28.6","9.9","17.2","6.4","2.0",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","352","2.940","25.0","13.1","28.7","8.5","18.2","4.5","2.0",".",".",".",".",".",".",".",".","."
"","104
001","341","2.878","22.9","5.9","32.8","7.3","28.7","1.5","0.9",".",".",".",".",".",".",".",".","."
"","104
002","358","3.216","37.2","10.3","32.7","4.5","12.8","2.0","0.6",".",".",".",".",".",".",".",".","."
"","003
104","319","2.764","15.7","6.6","44.5","4.7","18.2","8.2","1.9",".","0.3",".",".",".",".",".",".","."
"","004
104","321","2.841","26.8","12.1","17.1","15.3","20.2","4.4","4.0",".",".",".",".",".",".",".",".","."
"","104
005","238","2.880","23.9","6.3","32.8","9.2","21.0","5.5","0.8",".",".",".",".",".",".",".",".","0.4"
"General Chemistry","Course Total","1577","2.925","25.6","8.4","32.0","8.1","20.1","4.1","1.6",".","0.1",".",".",".",".",".",".","0.1"
"General Chemistry","108
001","98","2.964","25.5","15.3","30.6","8.2","11.2","6.1","3.1",".",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","32","3.500","37.5","34.4","21.9","3.1","3.1",".",".",".",".",".",".",".",".",".",".","."
"","299
012","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","49","3.143","36.7","10.2","16.3","18.4","18.4",".",".",".",".",".",".",".",".",".",".","."
"","327
001","51","2.990","29.4","9.8","31.4","7.8","15.7","2.0","3.9",".",".",".",".",".",".",".",".","."
"","327
002","59","3.161","33.9","13.6","27.1","5.1","18.6","1.7",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","110","3.082","31.8","11.8","29.1","6.4","17.3","1.8","1.8",".",".",".",".",".",".",".",".","."
"","329
001","56","3.205","39.3","8.9","28.6","10.7","8.9","1.8","1.8",".",".",".",".",".",".",".",".","."
"","329
002","67","3.187","35.8","13.4","25.4","9.0","13.4","3.0",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","123","3.195","37.4","11.4","26.8","9.8","11.4","2.4","0.8",".",".",".",".",".",".",".",".","."
"","343
001","234","2.709","24.8",".","30.3","6.0","28.2","9.4","1.3",".",".",".",".",".",".",".",".","."
"","343
002","294","2.846","20.7","14.3","23.8","14.3","20.4","2.7","3.4",".",".",".",".",".",".",".","0.3","."
"Intro Organic Chemistry","Course Total","528","2.786","22.5","8.0","26.7","10.6","23.9","5.7","2.5",".",".",".",".",".",".",".","0.2","."
"","344
001","18","3.361","27.8","27.8","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","18","3.306","33.3","16.7","27.8","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","18","3.444","33.3","38.9","11.1","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","18","3.333","27.8","33.3","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","344
006","16","3.281","25.0","31.3","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
007","17","3.088","23.5","23.5","29.4","17.6",".",".","5.9",".",".",".",".",".",".",".",".","."
"","344
008","17","3.382","35.3","23.5","29.4","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
009","17","2.882","23.5","11.8","17.6","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","344
010","15","3.033","20.0","13.3","26.7","33.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
011","16","2.969","25.0","12.5","25.0","18.8","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.294","29.4","17.6","35.3","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
013","15","3.267","20.0","40.0","13.3","26.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","17","3.147","11.8","35.3","23.5","29.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","18","3.333","27.8","27.8","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
016","18","3.278","22.2","27.8","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
017","16","3.063","18.8","6.3","43.8","31.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
018","15","3.200","26.7","13.3","40.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
019","14","3.393","35.7","28.6","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 178 of 408",""
