"","999
049","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
055","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
057","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","27","3.903","85.2","11.1",".",".","",".","3.7",".",".",".",".","",".",".",".",".",".","."
"ELPA
305","Dept. Total","526","3.917","65.4","5.3","1.7","0.4","",".","0.2","0.2","19.4","0.2",".","",".","2.3","4.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","0.000",".",".",".",".","",".",".","100.0",".",".",".","",".",".",".",".",".","."
"Undergraduates","","1","0.000",".",".",".",".","",".",".","100.0",".",".",".","",".",".",".",".",".","."
"Special","","43","3.914","81.4","11.6","2.3",".","",".",".",".","4.7",".",".","",".",".",".",".",".","."
"Graduate","","486","3.928","64.4","4.7","1.6","0.4","",".","0.2",".","20.6","0.2",".","",".","2.5","5.3",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".","",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".","",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","4","4.000","100.0",".",".",".","",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","534","3.917","65.9","5.2","1.7","0.4","",".","0.2","0.2","19.1","0.2",".","",".","2.2","4.9",".",".","."
