"AGRICULTURAL AND APPLIED E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"990
103","2","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"Course Total
Research and Thesis","37","",".",".",".",".",".",".",".","91.9","",".",".","",".","8.1",".",".",".","."
"999
089","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"999
093","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"999
107","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Course Total
Spec Work-Ag & Appl Economics","4","3.833","50.0","25.0",".",".",".",".",".","25.0","",".",".","",".",".",".",".",".","."
"A A E
Dept. Total
108","555","3.480","42.2","25.2","13.9","5.0","3.1","0.9","0.5","7.0","",".",".","",".","0.5","0.9","0.4","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","21","2.917","19.0","19.0","23.8","23.8","9.5",".","4.8",".","",".",".","",".",".",".",".",".","."
"Sophomore","74","3.351","35.1","32.4","14.9","4.1","5.4","4.1",".",".","",".",".","",".",".",".","2.7","1.4","."
"Junior","131","3.421","38.9","30.5","17.6","6.9","4.6","1.5",".",".","",".",".","",".",".",".",".",".","."
"Senior","184","3.555","51.1","26.1","15.2","4.3","1.6",".","1.1",".","",".",".","",".",".","0.5",".",".","."
"Undergraduates","410","3.439","42.7","28.3","16.3","6.1","3.7","1.2","0.7",".","",".",".","",".",".","0.2","0.5","0.2","."
"Special","23","3.627","43.5","30.4","13.0","4.3",".",".",".","8.7","",".",".","",".",".",".",".",".","."
"Graduate","122","3.698","40.2","13.9","5.7","1.6","1.6",".",".","30.3","",".",".","",".","2.5","3.3",".","0.8","."
"Dept. Total","555","3.480","42.2","25.2","13.9","5.0","3.1","0.9","0.5","7.0","",".",".","",".","0.5","0.9","0.4","0.4","."
