"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEBREW-MODERN","Section","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"442
HEBR-MOD","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Second Semester Hebrew","102
001","","18","3.889","83.3","11.1","5.6","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Fourth Semester Hebrew","202
001","","6","3.833","83.3",".","16.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Intro to Hebrew Literature","302
001","","2","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Topics in Modern Hebrew Lit II","402
001","","1","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"HEBR-MOD
442","Dept. Total","","27","3.886","85.2","7.4","7.4","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"442
HEBR-MOD","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","5","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","7","3.929","85.7","14.3",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","3.833","83.3",".","16.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","23","3.865","82.6","8.7","8.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","27","3.886","85.2","7.4","7.4","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
