"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
Dept. Total
508","258","3.574","54.3","18.6","9.7","3.9","4.3","1.6","",".","7.4","",".",".","",".","0.4","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","36","3.346","41.7","25.0","16.7","5.6","5.6","5.6","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","70","3.597","54.3","27.1","10.0","1.4","7.1",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","49","3.630","59.2","20.4","10.2","8.2","2.0",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","55","3.643","70.9","9.1","7.3","5.5","3.6","1.8","",".","1.8","",".",".","",".",".","",".",".",".","."
"Undergraduates","210","3.570","57.6","20.5","10.5","4.8","4.8","1.4","",".","0.5","",".",".","",".",".","",".",".",".","."
"Special","9","1.000",".",".",".",".",".","11.1","",".","88.9","",".",".","",".",".","",".",".",".","."
"Graduate","38","3.741","50.0","10.5","7.9",".","2.6",".","",".","26.3","",".",".","",".","2.6","",".",".",".","."
"Prof Yr 2","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Dept. Total","258","3.574","54.3","18.6","9.7","3.9","4.3","1.6","",".","7.4","",".",".","",".","0.4","",".",".",".","."
